
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067099                       # Number of seconds simulated (Second)
simTicks                                  67099398102                       # Number of ticks simulated (Tick)
finalTick                                 67099398102                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1963.17                       # Real time elapsed on the host (Second)
hostTickRate                                 34179183                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     748060                       # Number of bytes of host memory used (Byte)
simInsts                                    254019501                       # Number of instructions simulated (Count)
simOps                                      437757410                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   129393                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     222985                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201262756                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273738                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1727                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188465                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   244                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388721                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311457                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                908                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201112122                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089882                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.441570                       # Number of insts issued each cycle (Count)
system.cpu0.l2cache.replacement_distribution::6.44245e+10-6.87195e+10        37703      6.05%    100.00% # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.replacement_distribution::6.87195e+10-7.30144e+10            0      0.00%    100.00% # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.replacement_distribution::7.30144e+10-7.73094e+10            0      0.00%    100.00% # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.replacement_distribution::7.73094e+10-8.16044e+10            0      0.00%    100.00% # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.replacement_distribution::8.16044e+10-8.58993e+10            0      0.00%    100.00% # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.replacement_distribution::total       622836                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.l2cache.CleanEvict.mshrMisses::writebacks            1                       # number of CleanEvict MSHR misses (Count)
system.cpu0.l2cache.CleanEvict.mshrMisses::total            1                       # number of CleanEvict MSHR misses (Count)
system.cpu0.l2cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.cpu0.l2cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.cpu0.l2cache.ReadCleanReq.hits::cpu0.inst           26                       # number of ReadCleanReq hits (Count)
system.cpu0.l2cache.ReadCleanReq.hits::total           26                       # number of ReadCleanReq hits (Count)
system.cpu0.l2cache.ReadCleanReq.misses::cpu0.inst         1090                       # number of ReadCleanReq misses (Count)
system.cpu0.l2cache.ReadCleanReq.misses::total         1090                       # number of ReadCleanReq misses (Count)
system.cpu0.l2cache.ReadCleanReq.missLatency::cpu0.inst     94767471                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2cache.ReadCleanReq.missLatency::total     94767471                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2cache.ReadCleanReq.accesses::cpu0.inst         1116                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadCleanReq.accesses::total         1116                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadCleanReq.missRate::cpu0.inst     0.976703                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2cache.ReadCleanReq.missRate::total     0.976703                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2cache.ReadCleanReq.avgMissLatency::cpu0.inst 86942.633945                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadCleanReq.avgMissLatency::total 86942.633945                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadCleanReq.mshrMisses::cpu0.inst         1090                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2cache.ReadCleanReq.mshrMisses::total         1090                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2cache.ReadCleanReq.mshrMissLatency::cpu0.inst     87508071                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadCleanReq.mshrMissLatency::total     87508071                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadCleanReq.mshrMissRate::cpu0.inst     0.976703                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2cache.ReadCleanReq.mshrMissRate::total     0.976703                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2cache.ReadCleanReq.avgMshrMissLatency::cpu0.inst 80282.633945                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.ReadCleanReq.avgMshrMissLatency::total 80282.633945                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.ReadExReq.hits::cpu0.data       638923                       # number of ReadExReq hits (Count)
system.cpu0.l2cache.ReadExReq.hits::total       638923                       # number of ReadExReq hits (Count)
system.cpu0.l2cache.ReadExReq.misses::cpu0.data       265367                       # number of ReadExReq misses (Count)
system.cpu0.l2cache.ReadExReq.misses::total       265367                       # number of ReadExReq misses (Count)
system.cpu0.l2cache.ReadExReq.missLatency::cpu0.data  28395503739                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2cache.ReadExReq.missLatency::total  28395503739                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2cache.ReadExReq.accesses::cpu0.data       904290                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadExReq.accesses::total       904290                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadExReq.missRate::cpu0.data     0.293453                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2cache.ReadExReq.missRate::total     0.293453                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2cache.ReadExReq.avgMissLatency::cpu0.data 107004.652949                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadExReq.avgMissLatency::total 107004.652949                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadExReq.mshrMisses::cpu0.data       265367                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2cache.ReadExReq.mshrMisses::total       265367                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2cache.ReadExReq.mshrMissLatency::cpu0.data  26628039639                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadExReq.mshrMissLatency::total  26628039639                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadExReq.mshrMissRate::cpu0.data     0.293453                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2cache.ReadExReq.mshrMissRate::total     0.293453                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2cache.ReadExReq.avgMshrMissLatency::cpu0.data 100344.201197                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.ReadExReq.avgMshrMissLatency::total 100344.201197                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.ReadSharedReq.hits::cpu0.data        66999                       # number of ReadSharedReq hits (Count)
system.cpu0.l2cache.ReadSharedReq.hits::total        66999                       # number of ReadSharedReq hits (Count)
system.cpu0.l2cache.ReadSharedReq.misses::cpu0.data       392291                       # number of ReadSharedReq misses (Count)
system.cpu0.l2cache.ReadSharedReq.misses::total       392291                       # number of ReadSharedReq misses (Count)
system.cpu0.l2cache.ReadSharedReq.missLatency::cpu0.data  35860106331                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2cache.ReadSharedReq.missLatency::total  35860106331                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2cache.ReadSharedReq.accesses::cpu0.data       459290                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadSharedReq.accesses::total       459290                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2cache.ReadSharedReq.missRate::cpu0.data     0.854125                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2cache.ReadSharedReq.missRate::total     0.854125                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2cache.ReadSharedReq.avgMissLatency::cpu0.data 91412.003668                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadSharedReq.avgMissLatency::total 91412.003668                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2cache.ReadSharedReq.mshrMisses::cpu0.data       392291                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2cache.ReadSharedReq.mshrMisses::total       392291                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2cache.ReadSharedReq.mshrMissLatency::cpu0.data  33247448271                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadSharedReq.mshrMissLatency::total  33247448271                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2cache.ReadSharedReq.mshrMissRate::cpu0.data     0.854125                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2cache.ReadSharedReq.mshrMissRate::total     0.854125                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2cache.ReadSharedReq.avgMshrMissLatency::cpu0.data 84752.003668                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.ReadSharedReq.avgMshrMissLatency::total 84752.003668                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.UpgradeReq.misses::cpu0.data         2275                       # number of UpgradeReq misses (Count)
system.cpu0.l2cache.UpgradeReq.misses::total         2275                       # number of UpgradeReq misses (Count)
system.cpu0.l2cache.UpgradeReq.missLatency::cpu0.data     50765183                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2cache.UpgradeReq.missLatency::total     50765183                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2cache.UpgradeReq.accesses::cpu0.data         2275                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2cache.UpgradeReq.accesses::total         2275                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2cache.UpgradeReq.missRate::cpu0.data            1                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2cache.UpgradeReq.missRate::total            1                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2cache.UpgradeReq.avgMissLatency::cpu0.data 22314.366154                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2cache.UpgradeReq.avgMissLatency::total 22314.366154                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2cache.UpgradeReq.mshrMisses::cpu0.data         2275                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2cache.UpgradeReq.mshrMisses::total         2275                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2cache.UpgradeReq.mshrMissLatency::cpu0.data     35733563                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2cache.UpgradeReq.mshrMissLatency::total     35733563                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2cache.UpgradeReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2cache.UpgradeReq.mshrMissRate::total            1                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2cache.UpgradeReq.avgMshrMissLatency::cpu0.data 15707.060659                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.UpgradeReq.avgMshrMissLatency::total 15707.060659                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2cache.WritebackClean.hits::writebacks          604                       # number of WritebackClean hits (Count)
system.cpu0.l2cache.WritebackClean.hits::total          604                       # number of WritebackClean hits (Count)
system.cpu0.l2cache.WritebackClean.accesses::writebacks          604                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2cache.WritebackClean.accesses::total          604                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2cache.WritebackDirty.hits::writebacks       971008                       # number of WritebackDirty hits (Count)
system.cpu0.l2cache.WritebackDirty.hits::total       971008                       # number of WritebackDirty hits (Count)
system.cpu0.l2cache.WritebackDirty.accesses::writebacks       971008                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2cache.WritebackDirty.accesses::total       971008                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2cache.power_state.pwrStateResidencyTicks::UNDEFINED  67099398102                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2cache.tags.tagsInUse       24370.591190                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.l2cache.tags.totalRefs            2728615                       # Total number of references to valid blocks. (Count)
system.cpu0.l2cache.tags.sampledRefs           659059                       # Sample count of references to valid blocks. (Count)
system.cpu0.l2cache.tags.avgRefs             4.140168                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.l2cache.tags.warmupTick             85248                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.l2cache.tags.occupancies::writebacks     6.719877                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2cache.tags.occupancies::cpu0.inst   250.654041                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2cache.tags.occupancies::cpu0.data 24113.217272                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2cache.tags.avgOccs::writebacks     0.000205                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2cache.tags.avgOccs::cpu0.inst     0.007649                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2cache.tags.avgOccs::cpu0.data     0.735877                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2cache.tags.avgOccs::total      0.743731                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2cache.tags.occupanciesTaskId::1024        32766                       # Occupied blocks per task id (Count)
system.cpu0.l2cache.tags.ageTaskId_1024::0          248                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2cache.tags.ageTaskId_1024::1         1492                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2cache.tags.ageTaskId_1024::2        12580                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2cache.tags.ageTaskId_1024::3        18376                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2cache.tags.ageTaskId_1024::4           70                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2cache.tags.ratioOccsTaskId::1024     0.999939                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.l2cache.tags.tagAccesses         44316627                       # Number of tag accesses (Count)
system.cpu0.l2cache.tags.dataAccesses        44316627                       # Number of data accesses (Count)
system.cpu0.l2cache.tags.set_misses_dist::samples      2072223                       # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::mean  1011.460188                       # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::gmean            0                       # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::stdev   588.906866                       # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::0-31        44645      2.15%      2.15% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::32-63        44942      2.17%      4.32% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::64-95        16109      0.78%      5.10% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::96-127        15947      0.77%      5.87% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::128-159        50262      2.43%      8.30% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::160-191        50485      2.44%     10.73% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::192-223        18585      0.90%     11.63% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::224-255        17948      0.87%     12.49% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::256-287        45526      2.20%     14.69% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::288-319        45743      2.21%     16.90% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::320-351        17131      0.83%     17.73% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::352-383        16833      0.81%     18.54% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::384-415        47987      2.32%     20.85% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::416-447        47912      2.31%     23.17% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::448-479        17055      0.82%     23.99% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::480-511        16824      0.81%     24.80% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::512-543        46005      2.22%     27.02% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::544-575        46421      2.24%     29.26% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::576-607        17464      0.84%     30.10% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::608-639        17254      0.83%     30.94% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::640-671        50170      2.42%     33.36% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::672-703        50259      2.43%     35.78% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::704-735        16259      0.78%     36.57% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::736-767        15997      0.77%     37.34% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::768-799        44589      2.15%     39.49% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::800-831        45095      2.18%     41.67% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::832-863        16667      0.80%     42.47% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::864-895        16012      0.77%     43.24% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::896-927        50377      2.43%     45.68% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::928-959        50678      2.45%     48.12% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::960-991        16478      0.80%     48.92% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::992-1023        15999      0.77%     49.69% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1024-1055        45252      2.18%     51.87% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1056-1087        45894      2.21%     54.09% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1088-1119        16665      0.80%     54.89% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1120-1151        16947      0.82%     55.71% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1152-1183        48104      2.32%     58.03% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1184-1215        48453      2.34%     60.37% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1216-1247        19700      0.95%     61.32% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1248-1279        24484      1.18%     62.50% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1280-1311        44702      2.16%     64.66% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1312-1343        45667      2.20%     66.86% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1344-1375        18761      0.91%     67.77% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1376-1407        17899      0.86%     68.63% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1408-1439        51482      2.48%     71.12% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1440-1471        51372      2.48%     73.59% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1472-1503        17099      0.83%     74.42% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1504-1535        16813      0.81%     75.23% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1536-1567        45740      2.21%     77.44% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1568-1599        45588      2.20%     79.64% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1600-1631        17780      0.86%     80.50% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1632-1663        17239      0.83%     81.33% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1664-1695        50460      2.44%     83.76% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1696-1727        50300      2.43%     86.19% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1728-1759        15949      0.77%     86.96% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1760-1791        15384      0.74%     87.70% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1792-1823        45631      2.20%     89.90% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1824-1855        46263      2.23%     92.14% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1856-1887        15539      0.75%     92.89% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1888-1919        15008      0.72%     93.61% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1920-1951        49490      2.39%     96.00% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1952-1983        49598      2.39%     98.39% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::1984-2015        16440      0.79%     99.19% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::2016-2047        16862      0.81%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.set_misses_dist::total      2072223                       # Number of misses for this cache set. (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::samples      5002953                       # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::mean  1010.205099                       # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::stdev   586.676025                       # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::0-31        88968      1.78%      1.78% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::32-63        90111      1.80%      3.58% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::64-95        47149      0.94%      4.52% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::96-127        47459      0.95%      5.47% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::128-159       110456      2.21%      7.68% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::160-191       111889      2.24%      9.91% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::192-223        57138      1.14%     11.06% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::224-255        55214      1.10%     12.16% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::256-287        89359      1.79%     13.95% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::288-319        89612      1.79%     15.74% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::320-351        50199      1.00%     16.74% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::352-383        50502      1.01%     17.75% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::384-415       108282      2.16%     19.91% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::416-447       108181      2.16%     22.08% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::448-479        82935      1.66%     23.74% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::480-511        84664      1.69%     25.43% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::512-543        91557      1.83%     27.26% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::544-575        92463      1.85%     29.11% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::576-607        81194      1.62%     30.73% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::608-639        67000      1.34%     32.07% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::640-671       110726      2.21%     34.28% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::672-703       111410      2.23%     36.51% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::704-735        53665      1.07%     37.58% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::736-767        51373      1.03%     38.61% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::768-799        88542      1.77%     40.38% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::800-831        90028      1.80%     42.18% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::832-863        49889      1.00%     43.17% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::864-895        47139      0.94%     44.12% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::896-927       111362      2.23%     46.34% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::928-959       112999      2.26%     48.60% # Histogram of set associative cache access per tag (Count)
system.cpu0.l2cache.tags.indexing_policy.tagAccessHist::960-991        51854      1.04%     49.64% # Histogram of set associative cache access per tag (Count)
