
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067119                       # Number of seconds simulated (Second)
simTicks                                  67118586561                       # Number of ticks simulated (Tick)
finalTick                                 67118586561                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1796.96                       # Real time elapsed on the host (Second)
hostTickRate                                 37351279                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     748064                       # Number of bytes of host memory used (Byte)
simInsts                                    254019508                       # Number of instructions simulated (Count)
simOps                                      437757420                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   141361                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     243610                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201318369                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273396                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1722                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188062                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   239                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388551                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311730                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                912                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201168124                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089577                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.441345                       # Number of insts issued each cycle (Count)
system.cpu0.itb_walker_cache.replacement_distribution::mean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::gmean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::stdev          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::0            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::1            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::2            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::3            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::4            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::5            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::6            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::7            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::8            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::9            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::10            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::11            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::12            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::13            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::14            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::15            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::16            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::17            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::18            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::19            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.replacement_distribution::total            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  67118586561                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::samples        80816                       # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::mean     3.499270                       # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::gmean            0                       # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::stdev     2.291680                       # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::0        10118     12.52%     12.52% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::1        10099     12.50%     25.02% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::2        10101     12.50%     37.51% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::3        10098     12.50%     50.01% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::4        10099     12.50%     62.51% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::5        10101     12.50%     75.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::6        10099     12.50%     87.50% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::7        10101     12.50%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::8            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::9            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::10            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::11            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::12            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::13            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::14            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::15            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::16            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::17            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::18            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::19            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::20            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::21            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::22            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::23            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::24            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::25            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::26            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::27            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::28            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::29            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::30            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::31            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::32            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::33            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::34            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::35            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::36            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::37            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::38            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::39            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::40            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::41            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::42            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::43            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::44            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::45            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::46            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::47            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::48            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::49            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::50            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::51            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::52            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::53            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::54            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::55            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::56            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::57            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::58            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::59            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::60            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::61            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::62            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::63            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.set_misses_dist::total        80816                       # Number of misses for this cache set. (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::samples        80816                       # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::mean     3.499270                       # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::stdev     2.291680                       # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::0        10118     12.52%     12.52% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::1        10099     12.50%     25.02% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::2        10101     12.50%     37.51% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::3        10098     12.50%     50.01% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::4        10099     12.50%     62.51% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::5        10101     12.50%     75.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::6        10099     12.50%     87.50% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::7        10101     12.50%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::8            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::9            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::10            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::11            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::12            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::13            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::14            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::15            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::16            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::17            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::18            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::19            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::20            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::21            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::22            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::23            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::24            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::25            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::26            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::27            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::28            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::29            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::30            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::31            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::32            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::33            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::34            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::35            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::36            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::37            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::38            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::39            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::40            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::41            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::42            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::43            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::44            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::45            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::46            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::47            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::48            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::49            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::50            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::51            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::52            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::53            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::54            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::55            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::56            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::57            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::58            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::59            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::60            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::61            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::62            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::63            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.indexing_policy.tagAccessHist::total        80816                       # Histogram of set associative cache access per tag (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  67118586561                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2cache.demandHits::cpu0.inst           26                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits::cpu0.data       705888                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits::total          705914                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.overallHits::cpu0.inst           26                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits::cpu0.data       705888                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits::total         705914                       # number of overall hits (Count)
system.cpu0.l2cache.demandMisses::cpu0.inst         1090                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses::cpu0.data       657632                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses::total        658722                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.overallMisses::cpu0.inst         1090                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses::cpu0.data       657632                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses::total       658722                       # number of overall misses (Count)
system.cpu0.l2cache.demandMissLatency::cpu0.inst     95649255                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency::cpu0.data  64293353287                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency::total  64389002542                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::cpu0.inst     95649255                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::cpu0.data  64293353287                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::total  64389002542                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.demandAccesses::cpu0.inst         1116                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses::cpu0.data      1363520                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses::total      1364636                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::cpu0.inst         1116                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::cpu0.data      1363520                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::total      1364636                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.demandMissRate::cpu0.inst     0.976703                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate::cpu0.data     0.482305                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate::total     0.482709                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.overallMissRate::cpu0.inst     0.976703                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate::cpu0.data     0.482305                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate::total     0.482709                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.demandAvgMissLatency::cpu0.inst 87751.610092                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency::cpu0.data 97764.940403                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency::total 97748.371152                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::cpu0.inst 87751.610092                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::cpu0.data 97764.940403                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::total 97748.371152                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.l2cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2cache.writebacks::writebacks       271185                       # number of writebacks (Count)
system.cpu0.l2cache.writebacks::total          271185                       # number of writebacks (Count)
system.cpu0.l2cache.demandMshrMisses::cpu0.inst         1090                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses::cpu0.data       657632                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses::total       658722                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::cpu0.inst         1090                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::cpu0.data       657632                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::total       658722                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.demandMshrMissLatency::cpu0.inst     88389855                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency::cpu0.data  59913450907                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency::total  60001840762                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency::cpu0.inst     88389855                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency::cpu0.data  59913450907                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency::total  60001840762                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissRate::cpu0.inst     0.976703                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2cache.demandMshrMissRate::cpu0.data     0.482305                       # mshr miss ratio for demand accesses (Ratio)
